image,date,year,month,veg_px,con_px,veg_shape,con_shape,R,G,B,sdR,redfrac,RminusB,z_R,z_G,z_B,z_RminusB,z_redfrac,season,flag,ym,rain_mm,rain_3mo,rain_6mo,TAVG,TMAX,veg_km2,con_km2,phase
53,2019-10-10,2019,10,402,123486,"(818, 1395)","(2141, 3647)",204.36397858006785,195.5654967677407,189.55620480954173,30.07227043962521,0.0067531586252586,14.807773770526069,1.2610283160836353,1.0891136898623346,1.168773077526862,-0.4596546697949329,-0.8328839189241227,Autumn,False,2019-10,1.6137499809265137,1.6137499809265137,5.386141702532768,30.30344827586207,38.26923076923077,0.06931887618266425,3.1118471999999997,Pre
52,2019-11-22,2019,11,1125,182401,"(818, 1395)","(2141, 3647)",180.3633774746624,173.57234994649198,166.95369674143504,32.2608780034794,0.0154831727646169,13.409680733227331,-1.085985656958191,-0.7179244731953931,-0.2945427737337125,-0.5842533515858527,-0.3556243336561318,Autumn,False,2019-11,10.448445556685328,12.062195537611842,12.062195537611842,20.966666666666665,28.341379310344827,0.19398939230223203,4.5965052,Pre
51,2019-12-29,2019,12,1479,157148,"(818, 1395)","(2141, 3647)",185.10957875050144,177.0280280029984,169.28157892472703,35.19655211930653,0.0174653081373026,15.827999825774413,-0.6218555852011801,-0.4339932023271835,-0.1438326450871982,-0.3687316637993515,-0.2472633286437681,Winter,False,2019-12,13.061320543289185,25.123516080901027,25.123516080901027,16.34516129032258,22.18148148148148,0.2550313877466677,3.9601295999999997,Pre
50,2020-01-28,2020,1,1258,219009,"(818, 1395)","(2141, 3647)",187.9986440296217,180.79992688051647,177.31545210822006,36.76017802748524,0.0165243566819057,10.683191921401686,-0.3393344704446763,-0.1240800610078853,0.3762907828526873,-0.827239263687622,-0.2987040358627216,Winter,False,2020-01,7.109546273946762,30.619312373921275,32.23306235484779,14.329032258064515,20.529629629629632,0.21692324934774035,5.5190268,Pre
49,2020-02-27,2020,2,1162,112590,"(818, 1395)","(2141, 3647)",185.8389072459116,176.5975588609846,165.6393859891783,31.26807247834764,0.0160645679710323,20.19952125673333,-0.5505346977722528,-0.4693621367484332,-0.3796329660019479,0.0208602969550108,-0.3238401428562953,Winter,False,2020-02,11.360455513000488,31.531322330236435,43.59351786784828,16.420689655172414,23.146153846153844,0.20036948787128323,2.837268,Pre
48,2020-03-21,2020,3,3075,113812,"(818, 1395)","(2141, 3647)",171.3870703930799,166.93497330235675,154.8320610417845,29.68802930731525,0.0228597468436835,16.55500935129541,-1.963776927862796,-1.263275849968469,-1.0793132783633994,-0.3039402471248382,0.0476442784532078,Spring,False,2020-03,9.304584264755247,27.7745860517025,52.898102132603526,20.8483870967742,27.72,0.5302376722927675,2.8680624,Pre
47,2020-04-27,2020,4,610,102350,"(818, 1395)","(2141, 3647)",195.86096257970465,191.05046989126183,180.2151399787525,33.25408629764428,0.0093550738423456,15.645822600952071,0.4295200851770341,0.7181424077925035,0.5640203574588576,-0.3849673802070725,-0.6906402801869339,Spring,False,2020-04,9.45671772956848,30.12175750732421,60.74106988124549,26.696666666666665,32.68095238095238,0.1051853593816547,2.57922,Pre
46,2020-05-30,2020,5,2969,71693,"(818, 1395)","(2141, 3647)",183.57503343271048,176.71229305023866,158.39657206968272,32.65358717126647,0.0234108687586756,25.178461363027765,-0.7719184643475747,-0.4599351520483972,-0.8485421854652342,0.4645856838998217,0.0777734640859591,Spring,False,2020-05,3.1552944160066545,21.91659641033038,53.44791874056682,33.15806451612903,40.90689655172414,0.5119595606625128,1.8066636,Pre
45,2020-06-19,2020,6,5183,144165,"(818, 1395)","(2141, 3647)",186.889557052762,175.69656344019438,140.89858938030463,37.46582987540571,0.037587179366372,45.99096767245732,-0.4477918636814816,-0.543391247877504,-1.9813844062177235,2.319405629166468,0.8527756591862689,Summer,True,2020-06,0.18308768235147,12.795099827926604,40.56968587962911,38.6,46.14074074074074,0.8937306847133054,3.632958,Pre
44,2020-07-31,2020,7,163,83626,"(818, 1395)","(2141, 3647)",206.34435811548667,202.5773370988425,192.8823495544316,28.847256292098752,0.0029984776502185,13.462008561055086,1.4546892340390285,1.6652323860430198,1.3841120263779485,-0.5795898719787175,-1.0381479031921936,Summer,False,2020-07,0.0234896983724866,3.361871796730611,33.48362930405483,39.84137931034483,47.41851851851852,0.028106907506901174,2.1073752,Pre
43,2020-08-28,2020,8,588,89937,"(818, 1395)","(2141, 3647)",198.02353013036327,193.6221012145139,184.0772457851503,31.661519396781483,0.0095722078235187,13.946284345212971,0.6409971326372977,0.9294371342907314,0.8140581244499399,-0.5364309957669311,-0.6787698213138998,Summer,False,2020-08,0.0,0.2065773807239566,22.123173791054334,38.79677419354839,45.8,0.10139178904329994,2.2664124,Pre
42,2020-09-27,2020,9,124,91988,"(818, 1395)","(2141, 3647)",201.6539204799681,198.8039035704407,196.0736061153848,29.0841792931852,0.0030006043515992,5.580314364583359,0.9960122774954776,1.3551931521396827,1.5907181382753937,-1.2820100120982487,-1.0380316389338806,Autumn,False,2020-09,0.0,0.0234896983724866,12.81858952629909,35.79333333333334,43.93157894736842,0.021381941907090463,2.3180975999999998,Pre
41,2020-10-22,2020,10,2325,83102,"(818, 1395)","(2141, 3647)",201.1688818279244,191.54464549988853,174.7523731376557,32.05320567700041,0.0210884390284518,26.41650869026867,0.9485804449004264,0.7587457007772966,0.2103537074468061,0.5749210198564567,-0.0491910324391457,Autumn,False,2020-10,1.0741337537765503,1.0741337537765503,4.436005550507161,27.906451612903226,37.33703703703704,0.4009114107579462,2.0941704,Pre
40,2020-11-23,2020,11,1606,142017,"(818, 1395)","(2141, 3647)",187.31472570219896,182.90907828268868,175.878052858729,34.61123603849508,0.0172652933864694,11.436672843469978,-0.4062147066450559,0.0492156072458999,0.283231680737455,-0.7600887042186275,-0.2581978993679734,Autumn,False,2020-11,23.965657711029053,25.039791464805603,25.24636884552956,22.44333333333333,28.361538461538466,0.2769306346998975,3.5788284,Pre
39,2020-12-26,2020,12,2598,419240,"(818, 1395)","(2141, 3647)",181.7278357501089,173.9212738555709,170.38256926740485,40.7392246734068,0.0272975976239633,11.34526648270409,-0.9525555556019216,-0.6892555962568875,-0.0725530943545696,-0.768234880299112,0.2902563509043607,Winter,False,2020-12,23.813660144805908,48.85345160961151,48.876941307984,15.59032258064516,20.1375,0.44798616995662116,10.564848,Pre
38,2021-01-30,2021,1,4296,150317,"(818, 1395)","(2141, 3647)",182.6666614148627,168.24578789744027,160.93289850176714,33.05362460343691,0.0283111400108685,21.733762913095543,-0.8607479819603153,-1.155574482025958,-0.6843371042920813,0.1575926050571947,0.3456655188053741,Winter,False,2021-01,5.943490207195282,53.72280806303024,54.79694181680679,14.312903225806451,21.16296296296296,0.7407808260714567,3.7879883999999997,Pre
37,2021-02-19,2021,2,10341,263473,"(818, 1395)","(2141, 3647)",176.66877599504798,157.85429029424623,148.48826584703582,36.56699296926279,0.0576002802217709,28.18051014801216,-1.4472799953538662,-2.0093783006842454,-1.490018853056906,0.7321296250411027,1.946868298866259,Winter,False,2021-02,9.372163534164429,39.12931388616562,64.16910535097122,17.088,24.394736842105264,1.7831504940421168,6.6395196,Pre
36,2021-03-26,2021,3,478,74989,"(818, 1395)","(2141, 3647)",191.7431813728396,178.65759714371296,166.46908251869672,26.660996934502865,0.0077317729898911,25.274098854142807,0.0268430860470107,-0.3001017837618621,-0.3259173305635333,0.4731089402245571,-0.779384224840448,Spring,False,2021-03,4.3306965827941895,19.6463503241539,68.49980193376541,21.9,28.02692307692308,0.08242393735152614,1.8897228,Pre
35,2021-04-05,2021,4,4881,85532,"(818, 1395)","(2141, 3647)",182.40082722731304,168.758010701937,150.2287443451889,34.71655327202461,0.0339283281467835,32.17208288212416,-0.8867438538949859,-1.113488364780573,-1.3773380050974118,1.0878603866389536,0.6527505747198589,Spring,False,2021-04,7.386593006551266,21.089453123509884,74.81226118654013,28.78333333333333,37.13928571428572,0.8416553100686174,2.1554064,Pre
34,2021-05-27,2021,5,206,117523,"(818, 1395)","(2141, 3647)",202.4701377428588,197.01337128463857,185.1575300849187,31.081484022655992,0.0049451891356256,17.312607657940077,1.075830000086215,1.208076407140491,0.8839971389591139,-0.2364227444861432,-0.9317234803526956,Spring,False,2021-05,3.098687171936035,14.81597676128149,53.94529064744711,35.28064516129032,43.25517241379311,0.03552161316823093,2.9615796,Pre
33,2021-06-26,2021,6,274,141625,"(818, 1395)","(2141, 3647)",205.1919944228012,200.0155071360809,182.30929595143567,28.71407442188078,0.0034369541722369,22.8826984713655,1.3419998194330836,1.4547429755189083,0.6995987463971747,0.2599862599885882,-1.014176908448344,Summer,False,2021-06,0.0,10.4852801784873,30.1316305026412,39.41666666666667,46.73448275862069,0.04724719421405474,3.56895,Pre
32,2021-07-24,2021,7,2640,85061,"(818, 1395)","(2141, 3647)",185.3789030473472,178.93407527698093,155.48055383573274,35.11467131025776,0.0243355154731722,29.8983492116144,-0.5955184161777698,-0.2773853193046935,-1.037329009097648,0.8852242168483375,0.1283228103339225,Summer,False,2021-07,0.0,3.098687171936035,24.18814029544592,40.575,48.06666666666667,0.45522844060257117,2.1435372,Pre
31,2021-08-30,2021,8,857,149580,"(820, 1395)","(2141, 3640)",202.3110032081244,194.65209013836383,180.0826620955572,32.86396551256138,0.0111803997849736,22.228341112567165,1.06026826582069,1.014064828001457,0.5554435665187963,0.2016696371664125,-0.5908518619265306,Summer,False,2021-08,0.0,0.0,14.81597676128149,39.3,47.207142857142856,0.14777680818045588,3.769416,Pre
30,2021-09-29,2021,9,293,146471,"(818, 1395)","(2141, 3647)",204.66259427093885,199.53534492840348,187.6552899708647,31.05276757723515,0.0053836229424709,17.007304300074168,1.2902298846595963,1.4152910753072991,1.0457053716355116,-0.2636315173800644,-0.9077548207970292,Autumn,False,2021-09,0.0,0.0,10.4852801784873,36.010000000000005,43.268181818181816,0.050523459506270206,3.6910692,Pre
29,2021-10-22,2021,10,1015,78862,"(818, 1395)","(2141, 3647)",199.070835603036,193.25457565370783,178.9776618426283,32.0387649425804,0.0117712246758061,20.093173760407723,0.7434129249589536,0.8992398769508183,0.4839044089666561,0.0113825601374828,-0.5585521613918574,Autumn,False,2021-10,0.0,0.0,3.098687171936035,30.044827586206896,37.30769230769231,0.17502154061045824,1.9873224,Pre
28,2021-11-28,2021,11,1242,197691,"(818, 1395)","(2141, 3647)",189.5344798370716,185.4300824263936,183.48586349932648,33.0302326329905,0.0127341294447176,6.048616337745074,-0.1891453945731204,0.2563506177074311,0.7757712639655591,-1.2402747291239666,-0.5059112923935563,Autumn,False,2021-11,7.970888137817383,7.970888137817383,7.970888137817383,22.336666666666662,28.96538461538461,0.21416428910166416,4.9818131999999995,Pre
27,2021-12-23,2021,12,2216,180287,"(818, 1395)","(2141, 3647)",191.58225249216537,185.41884616053383,179.64624800874213,34.99409491889978,0.0173245787093572,11.936004483423233,0.0111058830515751,0.2554274046091064,0.5271895493528428,-0.7155880433506773,-0.2549568406294378,Winter,False,2021-12,30.203805565834045,38.17469370365143,38.17469370365143,16.458064516129035,21.985714285714288,0.38211599408155217,4.5432324,Pre
26,2022-01-25,2022,1,2451,158917,"(818, 1395)","(2141, 3647)",183.0566226184397,177.7365115393682,170.13375937092064,35.36233143627977,0.019050066128723,12.922863247519048,-0.8226137539999456,-0.3757815785643951,-0.0886613715589735,-0.6276387453856943,-0.160626476782835,Winter,False,2022-01,16.3155297935009,54.49022349715233,54.49022349715233,13.706451612903226,18.95714285714286,0.4226382226957962,4.0047084,Post
25,2022-02-21,2022,2,4064,134562,"(818, 1395)","(2141, 3647)",190.7799166883666,178.29118950319642,163.2525719463755,37.08076133198875,0.0315642039992916,27.5273447419911,-0.0673543744360317,-0.3302071886423326,-0.5341584200940513,0.6739192295878097,0.5235066935367535,Winter,False,2022-02,9.47498655319214,55.99432191252709,63.96521005034447,17.446428571428573,23.67037037037037,0.700775902503352,3.3909624,Post
24,2022-03-26,2022,3,3755,90472,"(817, 1395)","(2141, 3653)",188.42721566918087,174.90489257113782,160.4836069419078,33.61568166222988,0.0282227117232823,27.94360872727313,-0.2974245356860714,-0.6084378501028901,-0.7134248258581438,0.7110168636217981,0.3408312485297851,Spring,False,2022-03,7.993753984570503,33.78427033126354,71.95896403491497,20.43548387096774,27.244,0.6474934827510056,2.2798944,Post
23,2022-04-17,2022,4,166,101117,"(818, 1395)","(2141, 3647)",202.4824162952119,197.57336358360547,193.85804768822464,28.21718665666281,0.0037252254488823,8.624368606987247,1.0770307172605438,1.254087442463274,1.447279996097175,-1.0107225256542849,-0.99841745746233,Spring,False,2022-04,7.651972860097885,25.120713397860527,79.61093689501286,28.173333333333336,35.11304347826087,0.02862421255304046,2.5481484,Post
22,2022-05-20,2022,5,1063,56827,"(818, 1395)","(2141, 3647)",203.84804273667373,197.7470006389489,174.39721338962372,26.32664566476528,0.0096391761419066,29.450829347050018,1.210575053337379,1.2683541041682431,0.1873602021482395,0.8453410447615155,-0.6751087422652631,Spring,False,2022-05,2.583546459674835,18.229273304343224,74.22359521687031,32.91612903225807,39.62413793103448,0.1832984213486868,1.4320404,Post
21,2022-06-21,2022,6,521,284162,"(818, 1395)","(2141, 3647)",213.19832652598595,205.8767121195435,187.61008864690945,27.18264936903057,0.0066396087671024,25.58823787907653,2.124937431556301,1.936321222265668,1.0427789789696005,0.5011051517509746,-0.8390915558587015,Summer,False,2022-06,0.0,10.23551931977272,44.01978965103626,38.95,46.65,0.0898386430128559,7.1608824,Post
20,2022-07-19,2022,7,1376,127828,"(818, 1395)","(2141, 3647)",204.9983535833656,199.3443650386774,172.9386234618386,29.91082304374261,0.0125103570314706,32.05973012152697,1.3230637205449374,1.3995994622827304,0.0929291878826729,1.0778474579621695,-0.5181446665251281,Summer,False,2022-07,0.0191608434543013,2.602707303129137,27.723420700989664,40.01379310344827,46.89230769230769,0.23727058116255226,3.2212655999999997,Post
19,2022-08-05,2022,8,2996,86517,"(818, 1395)","(2141, 3647)",187.54760494258704,175.82354290934552,162.9912173007702,32.13391140207858,0.023520338741343,24.55638764181685,-0.383441492390058,-0.5329581457595648,-0.5510788607178283,0.4091461934139753,0.083758059035418,Summer,False,2022-08,0.0,0.0191608434543013,18.248434147797525,39.32903225806452,46.355,0.5166153060777664,2.1802284,Post
18,2022-09-27,2022,9,2365,92225,"(818, 1395)","(2141, 3647)",206.14844171192016,199.07295042349537,187.7860349256945,31.907125098875728,0.0162773069889476,18.362406786225648,1.4355306081904806,1.3772990351709669,1.0541699705330467,-0.1428641728889589,-0.3122099514453993,Autumn,False,2022-09,0.1110956184566021,0.1302564619109034,10.365775781683624,34.96666666666667,43.3448275862069,0.4078088113731367,2.32407,Post
17,2022-10-22,2022,10,2138,114393,"(818, 1395)","(2141, 3647)",203.5309862450824,198.25771912370664,193.1943326418753,32.016286237507025,0.0151761632653938,10.336653603207026,1.179570162554003,1.3103166209484576,1.4043102183576208,-0.8581229148361335,-0.3724081811887443,Autumn,False,2022-10,0.0,0.1110956184566021,2.7138029215857387,29.59032258064516,39.14137931034482,0.36866606288193077,2.8827035999999997,Post
16,2022-11-21,2022,11,2974,193602,"(818, 1395)","(2141, 3647)",187.0250832827676,181.5589639315628,175.96784180091703,32.84729975822459,0.020493387609453,11.057241481850582,-0.4345387808049306,-0.0617147737862159,0.2890447339603869,-0.7939037982264298,-0.0817217922879932,Autumn,False,2022-11,12.8039288520813,12.915024470537904,12.934185313992204,23.51333333333333,29.30769230769231,0.5128217357394116,4.8787704,Post
15,2022-12-21,2022,12,3273,295660,"(818, 1395)","(2141, 3647)",184.3839770613197,177.89629930211362,175.10780846931974,35.598916517911746,0.0227135123297553,9.276168592000005,-0.6928120289957753,-0.3626528258844182,0.2333650543891376,-0.9526338171368288,0.039649809904231,Winter,False,2022-12,23.636001765728,36.4399306178093,36.570187079720206,17.703225806451613,22.23703703703704,0.5643798053379604,7.450632,Post
14,2023-01-20,2023,1,5067,414840,"(818, 1395)","(2141, 3647)",182.7289836335921,171.05838922107029,169.2384792266661,41.03723937266772,0.030444491974424,13.490504406925965,-0.854653504678416,-0.9244807703995858,-0.1466229757517006,-0.5770503093478294,0.46229335664207,Winter,False,2023-01,34.94328337907791,71.3832139968872,71.49430961534381,13.638709677419351,18.164,0.8737282229292531,10.453968,Post
13,2023-02-24,2023,2,5430,106508,"(818, 1395)","(2141, 3647)",194.16190546919955,171.28909621316822,157.5830061610926,36.35816126189293,0.035020462438368,36.57889930810694,0.2633696307847339,-0.9055250319327992,-0.9012135034666632,1.4805978532620006,0.7124562694344471,Winter,False,2023-02,18.78684175014496,77.36612689495087,90.28115136548875,15.639285714285714,21.331818181818186,0.9363221335121066,2.6840015999999998,Post
12,2023-03-01,2023,3,3451,194364,"(818, 1395)","(2141, 3647)",188.7406059551224,168.91511540727254,163.759941626948,35.70777993609564,0.0263506131848122,24.98066432817436,-0.2667781624185923,-1.100580062005866,-0.5013106452456314,0.4469579229802018,0.2384858275730337,Spring,False,2023-03,18.87644499540329,72.60657012462616,109.04650074243546,21.36774193548387,27.95384615384616,0.595073238075558,4.8979728,Post
11,2023-04-02,2023,4,3005,194997,"(818, 1395)","(2141, 3647)",197.32036788232944,182.666983397273,177.8024806966994,39.79468464728731,0.0241988658130587,19.51788718563006,0.5722350372963126,0.0293241974088782,0.4078216488694775,-0.0398872387650305,0.1208523344478952,Spring,False,2023-04,14.810590624809263,52.47387737035751,123.85709136724472,26.32,33.218518518518515,0.5181672212161842,4.9139244,Post
10,2023-05-17,2023,5,796,185819,"(818, 1395)","(2141, 3647)",199.3988166021693,191.1380018210681,176.97611727699933,33.81650093599467,0.0103044751440915,22.422699325170043,0.7754861211458959,0.7253343543989406,0.3543218033078562,0.2189909286967296,-0.6387376298256567,Spring,False,2023-05,2.5923184230923653,36.27935404330492,113.6454809382558,32.77096774193548,39.21071428571428,0.1372582722422904,4.682638799999999,Post
9,2023-06-29,2023,6,8030,608122,"(818, 1395)","(2141, 3647)",181.42323298868257,167.1647002858027,127.03219634276417,43.48190966090949,0.0629501500409989,54.391036645918405,-0.9823425986078484,-1.2444006326316814,-2.879112776472071,3.068023563111887,2.2393393774240065,Summer,True,2023-06,0.0,17.40290904790163,90.00947917252779,39.086666666666666,45.67857142857143,1.3846531734994874,15.3246744,Post
8,2023-07-25,2023,7,21516,164208,"(818, 1395)","(2141, 3647)",186.50662343755783,162.2255101274339,133.66696712584667,42.062437043651855,0.1141344816099386,52.83965631171117,-0.4852388651830001,-1.6502227363675763,-2.44956906268994,2.9297638483134687,5.0375264670278685,Summer,True,2023-07,0.0,2.5923184230923653,55.06619579344988,40.903225806451616,48.165517241379305,3.710111790910955,4.1380416,Post
7,2023-08-18,2023,8,1526,140169,"(818, 1395)","(2141, 3647)",200.34701501344745,192.61680181039327,185.16086177627884,35.20105201128253,0.0170800110368657,15.186153237168613,0.8682102537920767,0.846838022698841,0.8842128370030699,-0.4259333211416972,-0.2683270670781,Summer,False,2023-08,0.0,0.0,36.27935404330492,39.44,47.12,0.2631358334695165,3.5322587999999997,Post
6,2023-09-27,2023,9,1045,193465,"(818, 1395)","(2141, 3647)",198.0046709345,193.29136924460644,193.0891723613701,32.69934020618071,0.012209105838884,4.915498573129923,0.6391528956526904,0.9022629742569976,1.397502004644226,-1.3412586951536565,-0.5346137142196977,Autumn,False,2023-09,0.0,0.0,17.40290904790163,37.00666666666667,44.71052631578947,0.1801945910718511,4.875318,Post
5,2023-10-27,2023,10,1131,135929,"(818, 1395)","(2141, 3647)",197.2109547470652,190.99441298534165,187.74704818046595,32.428318562500564,0.0124617877531885,9.463906566599178,0.5615355487221756,0.7135365653851372,1.05164591779916,-0.9359025242020256,-0.5207998917332058,Autumn,False,2023-10,0.8007199764251709,0.8007199764251709,3.393038399517536,30.38387096774193,37.57142857142857,0.1950240023945106,3.4254108,Post
4,2023-11-11,2023,11,2179,180593,"(818, 1395)","(2141, 3647)",190.04315071153243,184.59889308188315,180.69089172689152,33.95004757967252,0.0173713486158264,9.352258984640912,-0.1394025716831472,0.1880570315978679,0.5948211461243876,-0.9458526070405908,-0.2523999849579378,Autumn,False,2023-11,34.889156341552734,35.689876317977905,35.689876317977905,21.756666666666668,27.85454545454545,0.375735898512501,4.5509436,Post
3,2023-12-16,2023,12,4419,176180,"(818, 1395)","(2141, 3647)",183.49816638332663,174.252979643909,164.55762447433676,36.05824379218276,0.0257473087629685,18.94054190898987,-0.7794352777047935,-0.6620014237046006,-0.4496676173415864,-0.0913405101056632,0.2055038857842598,Winter,False,2023-12,9.152033686637878,44.84191000461578,44.84191000461578,17.79032258064516,24.820833333333333,0.7619903329631674,4.439736,Post
2,2024-01-30,2024,1,5092,123703,"(818, 1395)","(2141, 3647)",189.30323794791207,179.96330419583734,165.30031688617962,39.05089937584729,0.0359047396975431,24.002921061732536,-0.2117584925795483,-0.1928200704109216,-0.4015847419551105,0.3598210022757124,0.760798665132653,Winter,False,2024-01,8.410696744918823,52.45188677310944,53.25260674953461,17.119354838709675,22.946153846153845,0.8780390983137472,3.1173156,Post
1,2024-02-14,2024,2,2858,153959,"(818, 1395)","(2141, 3647)",190.336475169346,182.72665972607183,174.28347588593988,37.580413054532286,0.0222687632671272,16.052999283406137,-0.1107184317276548,0.0342274249664079,0.1799966878195703,-0.3486796106979709,0.0153359027570197,Winter,False,2024-02,19.6887526512146,37.2514830827713,72.9413594007492,16.986206896551725,23.37272727272727,0.49281927395535924,3.8797668,Post
